index,id,sentiment_score
0,2708,0.9199384615384616
1,2732,0.96279
2,5729,0.8284789473684215
3,5843,0.7939870689655173
4,6931,0.8811809523809525
5,7992,0.8771547085201791
6,8770,0.9129142857142858
7,9376,0.9064510638297872
8,9545,0.9104234848484853
9,10760,0.8525477272727272
10,11374,0.5146225806451612
11,11511,0.9591285714285714
12,11877,0.9079674418604651
13,12320,0.9168
14,13776,0.8836438596491231
15,14098,0.9405076923076923
16,14107,0.8569433333333335
17,14124,0.8877828025477702
18,15089,0.9147294117647058
19,18067,0.7937285714285713
20,19887,0.9032621513944229
21,20585,0.9095899563318776
22,20786,0.936328125
23,22355,0.9023452380952383
24,23363,0.8419963855421685
25,23710,0.8870736363636361
26,23925,0.8455568807339451
27,23979,0.8895038461538459
28,24030,0.8697934782608698
29,24041,0.8668839762611268
30,24349,0.909977064220184
31,24626,0.9195249999999999
32,25670,0.8070999999999999
33,25672,0.8899088785046726
34,26082,0.7267551724137932
35,28529,0.939823076923077
36,30725,0.9034656249999999
37,31237,0.9020098901098905
38,32963,0.8809745901639341
39,33399,0.855951612903226
40,33447,0.9461653614457839
41,37036,0.6915944444444445
42,37466,0.9412066666666666
43,40667,0.6368166666666667
44,44062,0.8777908163265306
45,44509,0.8385115942028982
46,45392,0.8851045454545453
47,45417,0.8923448979591837
48,46853,0.8963166666666664
49,46858,0.8906629921259843
50,47537,0.8982319727891153
51,49731,0.9508181818181819
52,50005,0.8969053097345135
53,51307,0.8658735294117647
54,51498,0.8798355932203393
55,51546,0.9327178160919539
56,52642,0.9208166666666667
57,52871,0.9201276595744676
58,53579,0.7441768115942028
59,53945,0.922157042253521
60,54829,0.8982303191489367
61,55590,0.9228891666666665
62,60940,0.86908
63,61578,0.947509090909091
64,61582,0.9019428571428572
65,63416,0.9486709677419353
66,66796,0.9120148936170211
67,67089,0.8980557034220542
68,67672,0.9178513513513514
69,67792,0.8080400000000001
70,69838,0.8991124015748034
71,72186,0.9229074074074073
72,74770,0.873244545454546
73,75212,0.8346027777777777
74,75512,0.9144285714285714
75,76561,0.8494968476357274
76,79502,0.9168174377224199
77,79832,0.9066345454545459
78,80714,0.9312890804597704
79,80734,0.9196333333333335
80,81480,0.8811833333333331
81,84788,0.8606999999999996
82,84789,0.7499719008264465
83,85246,0.8773142857142856
84,86674,0.9029480620155043
85,87595,0.8979811004784691
86,93359,0.7289497267759563
87,94178,0.9617157894736844
88,96334,0.942576923076923
89,97354,0.9563055555555555
90,99962,0.8009214285714287
91,101702,0.9296220657276997
92,104010,0.8712528925619841
93,106052,0.8980350931677026
94,106061,0.8874602150537632
95,107970,0.8263203677510622
96,111646,0.96704
97,113253,0.8242090909090908
98,114203,0.8982461538461539
99,121717,0.904594117647059
100,124199,0.7585478260869567
101,127766,0.79436
102,130915,0.8668886861313871
103,131174,0.8317830357142858
104,131557,0.9066896103896103
105,134553,0.7979447284345047
106,137215,0.8694200000000001
107,138211,0.8751594377510034
108,138244,0.8954688888888891
109,143210,0.9365073170731709
110,150075,0.9279509090909094
111,150097,0.8855133004926111
112,152333,0.7334870588235294
113,153412,0.8325416666666666
114,160142,0.9186636363636365
115,160288,0.8295061452513973
116,165978,0.6573125000000001
117,167057,0.9462928571428574
118,171239,0.9174148606811133
119,172707,0.8653142857142858
120,177666,0.957575
121,179373,0.9184052631578947
122,180926,0.8520658536585367
123,181430,0.8808266666666665
124,184314,0.8381566666666667
125,185536,0.9486272727272727
126,185557,0.9436555555555556
127,187526,0.9201062499999997
128,190160,0.9306861111111111
129,191733,0.9263382716049381
130,194809,0.8432043478260869
131,196410,0.904737931034483
132,197756,0.8976946564885495
133,198613,0.9578117647058825
134,206662,0.9196033707865169
135,210489,0.8334071428571429
136,210855,0.8059657534246576
137,211070,0.9257507936507938
138,212036,0.7371447552447546
139,212140,0.8917715909090908
